1,117,346,-442.81,purchase,2024-10-31 11:10:46
2,926,729,-302.10,purchase,2024-08-19 18:41:57
3,630,767,-143.80,purchase,2024-08-18 20:27:59
4,,906,835.54,deposit,2025-02-04 18:41:21
5,659,35,96.17,refund,2024-05-16 22:54:55
6,,298,-95.99,withdrawal,2025-01-25 14:51:10
7,399,582,-55.92,purchase,2025-03-14 11:46:57
8,78,388,-44.41,purchase,2024-06-24 02:40:00
9,,648,-471.37,withdrawal,2025-03-23 19:59:45
10,125,311,64.94,refund,2025-03-23 23:13:40
11,157,778,-433.90,purchase,2025-03-28 15:56:24
12,362,335,-36.99,purchase,2024-10-09 03:22:44
13,746,416,341.92,refund,2024-12-26 01:09:43
14,,541,-320.76,withdrawal,2024-11-30 01:19:52
15,,363,-306.04,withdrawal,2025-04-25 04:30:36
16,,165,65.40,deposit,2025-02-17 08:02:44
17,474,514,-312.37,purchase,2024-09-15 03:11:28
18,344,221,-310.93,purchase,2024-05-17 11:38:17
19,,744,-436.36,withdrawal,2025-03-27 19:26:06
20,,684,276.61,deposit,2024-10-13 09:50:34
21,156,418,-237.81,purchase,2025-01-05 02:52:24
22,,591,888.61,deposit,2024-11-06 09:54:57
23,982,447,-475.15,purchase,2025-03-18 06:53:12
24,,359,593.21,deposit,2025-04-01 10:54:14
25,,172,168.05,deposit,2025-03-09 23:32:13
26,374,336,311.68,refund,2025-01-28 01:43:23
27,671,319,-380.45,purchase,2024-10-24 06:24:29
28,38,960,423.24,refund,2024-05-17 14:26:32
29,,383,-294.00,withdrawal,2024-08-02 19:21:25
30,,628,266.90,deposit,2024-10-13 19:57:34
31,,488,-88.24,withdrawal,2024-10-16 22:51:06
32,482,44,-211.69,purchase,2025-01-24 19:27:36
33,,778,-76.75,withdrawal,2024-11-18 00:42:03
34,,125,365.62,deposit,2024-08-04 12:27:10
35,,202,-274.73,withdrawal,2025-04-03 13:32:27
36,,938,-476.58,withdrawal,2025-01-05 18:18:49
37,296,556,-80.80,purchase,2024-06-12 22:47:06
38,,706,237.39,deposit,2024-10-05 00:52:20
39,517,788,-74.41,purchase,2024-06-01 22:28:13
40,72,249,-141.93,purchase,2025-04-27 23:34:42
41,,587,-395.00,withdrawal,2025-03-29 08:28:06
42,,118,-261.17,withdrawal,2024-11-24 21:53:48
43,,162,-161.24,withdrawal,2025-01-15 16:47:16
44,,298,261.41,deposit,2024-10-16 06:36:09
45,970,695,14.80,refund,2024-08-06 05:12:22
46,954,98,16.41,refund,2024-05-23 01:08:17
47,,710,-188.74,withdrawal,2024-05-15 03:24:40
48,,4,-453.74,withdrawal,2024-08-14 04:03:24
49,167,398,-65.17,purchase,2024-08-07 21:43:37
50,315,514,-112.22,purchase,2024-05-24 17:45:20
51,36,376,-11.83,purchase,2024-07-15 05:29:41
52,,513,79.91,deposit,2025-03-27 20:58:16
53,284,952,-415.17,purchase,2024-06-27 05:54:05
54,284,183,-393.52,purchase,2024-06-15 20:43:39
55,,857,611.62,deposit,2025-01-04 09:00:28
56,,941,795.83,deposit,2024-05-19 20:01:48
57,987,229,56.35,refund,2024-12-20 15:15:18
58,,957,118.51,deposit,2024-12-10 02:45:31
59,330,285,-399.70,purchase,2024-05-31 12:10:06
60,,62,-61.33,withdrawal,2025-01-29 23:06:23
61,,62,109.24,deposit,2024-09-29 23:14:58
62,,361,153.42,deposit,2024-05-30 18:50:02
63,48,947,44.28,refund,2025-04-06 17:29:08
64,654,283,-106.34,purchase,2024-09-06 14:40:20
65,,422,459.91,deposit,2025-02-21 13:06:12
66,356,379,136.13,refund,2024-09-07 17:44:02
